CAMPAIGN_ID,CAMPAIGN_TYPE,CHANNEL_USED,CUSTOMER_SEGMENT,CONVERSION_RATE,ROI_RATE,COST_CLEAN,EFFECIENCY
122936,Search,Instagram,Foodies,0.12,6.1,14225,0.0004288224956
122937,Search,Website,Tech Enthusiasts,0.04,4.59,15082,0.0003043362949
122938,Email,YouTube,Tech Enthusiasts,0.13,7.36,15221,0.0004835424742
122939,Search,YouTube,Outdoor Adventurers,0.13,2.01,12562,0.0001600063684
122940,Display,Website,Fashionistas,0.1,7.39,12979,0.0005693813083
122941,Social Media,Facebook,Fashionistas,0.03,2.45,15687,0.0001561802767
122942,Influencer,Email,Foodies,0.1,2.29,10847,0.0002111182816
122943,Social Media,Facebook,Tech Enthusiasts,0.09,7.56,7515,0.001005988024
122944,Influencer,Email,Fashionistas,0.03,3.65,14173,0.0002575319269
122945,Social Media,YouTube,Fashionistas,0.05,6.94,15597,0.0004449573636
122946,Display,Google Ads,Fashionistas,0.15,2.85,12180,0.0002339901478
122947,Display,Google Ads,Outdoor Adventurers,0.09,7.61,6093,0.001248974233
122948,Influencer,Email,Fashionistas,0.14,3.91,6181,0.0006325837243
122949,Email,YouTube,Fashionistas,0.13,2.03,8603,0.0002359641985
122950,Social Media,Facebook,Outdoor Adventurers,0.04,6.74,12645,0.0005330170028
122951,Email,Google Ads,Health & Wellness,0.06,6.51,5727,0.001136720796
122952,Social Media,Website,Tech Enthusiasts,0.02,4.97,14547,0.0003416511996
122953,Email,Email,Outdoor Adventurers,0.1,4.33,14326,0.0003022476616
122954,Social Media,Facebook,Fashionistas,0.03,6.77,10851,0.0006239056308
122955,Display,Email,Fashionistas,0.03,2.7,13358,0.0002021260668
122956,Search,Email,Foodies,0.02,6.45,7948,0.0008115249119
122957,Email,Google Ads,Outdoor Adventurers,0.02,5.81,9065,0.0006409266409
122958,Social Media,Instagram,Foodies,0.11,6.49,11442,0.00056720853
122959,Email,Instagram,Health & Wellness,0.11,2.79,17486,0.0001595562164
122960,Display,Email,Tech Enthusiasts,0.09,3.02,10511,0.0002873180478
122961,Influencer,Email,Tech Enthusiasts,0.05,6.52,11827,0.0005512809673
122962,Social Media,Email,Outdoor Adventurers,0.08,6.86,9875,0.0006946835443
122963,Influencer,Website,Tech Enthusiasts,0.07,6.66,9048,0.0007360742706
122964,Influencer,Google Ads,Foodies,0.03,7.91,9082,0.0008709535345
122965,Social Media,Email,Fashionistas,0.04,4.27,14841,0.0002877164612
122966,Influencer,Google Ads,Outdoor Adventurers,0.09,2.95,19367,0.0001523209583
122967,Social Media,Website,Tech Enthusiasts,0.1,2.67,19956,0.0001337943476
122968,Social Media,YouTube,Fashionistas,0.03,6.1,9960,0.0006124497992
122969,Influencer,Instagram,Health & Wellness,0.1,3.15,8289,0.0003800217155
122970,Influencer,Facebook,Fashionistas,0.15,5.25,11335,0.0004631671813
122971,Email,Facebook,Outdoor Adventurers,0.13,3.79,14847,0.000255270425
122972,Social Media,Email,Tech Enthusiasts,0.09,7.69,19321,0.0003980125252
122973,Search,Email,Fashionistas,0.11,3.71,9571,0.0003876292968
122974,Search,Google Ads,Health & Wellness,0.15,4.23,12658,0.0003341760152
122975,Display,Facebook,Health & Wellness,0.09,3.48,15366,0.0002264740336
122976,Influencer,Website,Foodies,0.03,4.4,17948,0.0002451526632
122977,Social Media,Email,Outdoor Adventurers,0.14,3.96,16262,0.0002435124831
122978,Email,YouTube,Outdoor Adventurers,0.08,7.74,7187,0.001076944483
122979,Search,Instagram,Outdoor Adventurers,0.07,6.53,13329,0.0004899092205
122980,Search,YouTube,Outdoor Adventurers,0.14,7.16,18041,0.0003968737875
122981,Influencer,YouTube,Fashionistas,0.13,3.38,14743,0.0002292613444
122982,Search,Website,Health & Wellness,0.14,6.15,15616,0.0003938268443
122983,Search,Website,Outdoor Adventurers,0.14,7.99,5410,0.00147689464
122984,Email,Facebook,Fashionistas,0.02,2.75,14055,0.0001956599075
122985,Display,Facebook,Foodies,0.08,5.88,5882,0.0009996599796
122986,Social Media,Instagram,Health & Wellness,0.05,2.7,9080,0.0002973568282
122987,Influencer,Instagram,Outdoor Adventurers,0.07,5.37,11073,0.0004849634245
122988,Search,YouTube,Fashionistas,0.09,2.63,6724,0.0003911362284
122989,Search,YouTube,Health & Wellness,0.12,2.77,19812,0.000139814254
122990,Social Media,Google Ads,Fashionistas,0.14,7.21,19298,0.000373613846
122991,Social Media,Email,Tech Enthusiasts,0.06,2.68,17562,0.0001526022093
122992,Search,Instagram,Tech Enthusiasts,0.07,2.58,19112,0.0001349937212
122993,Influencer,Website,Outdoor Adventurers,0.14,3.79,17046,0.0002223395518
122994,Social Media,Facebook,Outdoor Adventurers,0.05,7.09,14292,0.000496081724
122995,Social Media,Website,Outdoor Adventurers,0.07,5.41,16397,0.0003299384034
122996,Search,Website,Tech Enthusiasts,0.12,6.92,9834,0.0007036811064
122997,Influencer,Email,Outdoor Adventurers,0.13,3.62,13771,0.0002628712512
122998,Social Media,Facebook,Foodies,0.15,5.56,12462,0.0004461563152
122999,Social Media,Website,Tech Enthusiasts,0.06,4,11518,0.0003472825143
123000,Email,Facebook,Health & Wellness,0.1,3.16,17001,0.0001858714193
123001,Display,Google Ads,Foodies,0.1,5.79,10947,0.0005289120307
123002,Influencer,Facebook,Tech Enthusiasts,0.05,6.77,9128,0.0007416739702
123003,Display,Website,Foodies,0.02,3.37,8727,0.0003861579008
123004,Display,Facebook,Health & Wellness,0.05,6.37,16068,0.0003964401294
123005,Search,Email,Tech Enthusiasts,0.05,5.04,9267,0.0005438653286
123006,Social Media,Website,Fashionistas,0.06,2.65,9908,0.0002674606379
123007,Influencer,Facebook,Health & Wellness,0.14,7.64,16163,0.0004726845264
123008,Search,Facebook,Fashionistas,0.08,2.04,16740,0.0001218637993
123009,Search,Instagram,Tech Enthusiasts,0.11,2.79,13298,0.0002098059859
123010,Influencer,Instagram,Health & Wellness,0.06,3.61,16965,0.0002127910404
123011,Influencer,Instagram,Health & Wellness,0.11,7.47,15772,0.0004736241441
123012,Display,YouTube,Foodies,0.02,4.45,15767,0.0002822350479
123013,Display,Facebook,Health & Wellness,0.14,2.97,6842,0.0004340836013
123014,Search,Website,Foodies,0.05,4.87,18636,0.0002613221721
123015,Search,Facebook,Foodies,0.1,6.07,16676,0.0003639961621
123016,Email,YouTube,Outdoor Adventurers,0.1,4.01,14864,0.0002697793326
123017,Social Media,Google Ads,Outdoor Adventurers,0.01,3.35,8570,0.0003908984831
123018,Search,Facebook,Outdoor Adventurers,0.03,3.48,5469,0.0006363137685
123019,Email,Email,Fashionistas,0.15,2.53,16880,0.0001498815166
123020,Search,Instagram,Fashionistas,0.11,7.3,19726,0.0003700699584
123021,Email,Google Ads,Foodies,0.12,7.12,16917,0.0004208784063
123022,Display,Facebook,Foodies,0.06,3.6,10610,0.0003393025448
123023,Influencer,Facebook,Outdoor Adventurers,0.15,7.46,5437,0.001372080191
123024,Email,Google Ads,Tech Enthusiasts,0.11,5.02,8047,0.0006238349696
123025,Social Media,Google Ads,Health & Wellness,0.1,2.91,17357,0.0001676557009
123026,Email,Google Ads,Tech Enthusiasts,0.06,2.63,17806,0.0001477030215
123027,Display,YouTube,Fashionistas,0.1,6.47,12535,0.0005161547667
123028,Email,Instagram,Health & Wellness,0.02,6.83,19901,0.0003431988342
123029,Search,YouTube,Health & Wellness,0.08,2.22,13772,0.0001611966308
123030,Display,Email,Health & Wellness,0.14,7.18,9866,0.0007277518751
123031,Influencer,Instagram,Fashionistas,0.03,7.01,11966,0.0005858265084
123032,Social Media,Google Ads,Tech Enthusiasts,0.08,4.81,17118,0.0002809907699
123033,Email,Instagram,Tech Enthusiasts,0.03,7.63,9224,0.0008271899393
123034,Social Media,YouTube,Foodies,0.11,6.17,8726,0.0007070822828
123035,Search,Instagram,Fashionistas,0.02,5.43,7916,0.0006859525013
123036,Social Media,Website,Foodies,0.05,4.49,19908,0.0002255374724
123037,Email,Instagram,Fashionistas,0.04,4.6,7284,0.0006315211422
123038,Display,YouTube,Tech Enthusiasts,0.1,6.65,11193,0.0005941213258
123039,Display,Email,Foodies,0.02,4.21,11561,0.0003641553499
123040,Social Media,Instagram,Foodies,0.11,6.37,11371,0.0005601969923
123041,Email,Instagram,Health & Wellness,0.04,7.75,9593,0.0008078807464
123042,Search,Facebook,Foodies,0.08,6.71,5883,0.001140574537
123043,Social Media,Website,Foodies,0.05,4.43,5617,0.0007886772298
123044,Search,YouTube,Outdoor Adventurers,0.08,6.79,5698,0.001191646192
123045,Email,Google Ads,Outdoor Adventurers,0.13,5.07,11950,0.0004242677824
123046,Search,YouTube,Health & Wellness,0.09,3.53,7835,0.0004505424378
123047,Social Media,Email,Health & Wellness,0.07,4.77,6402,0.0007450796626
123048,Influencer,Google Ads,Foodies,0.1,5.17,5550,0.0009315315315
123049,Social Media,Email,Outdoor Adventurers,0.08,6.54,14894,0.0004391029945
123050,Influencer,Email,Fashionistas,0.08,5.39,5090,0.001058939096
123051,Display,YouTube,Outdoor Adventurers,0.09,4.7,15658,0.0003001660493
123052,Email,Website,Fashionistas,0.1,4.05,5316,0.0007618510158
123053,Social Media,YouTube,Fashionistas,0.14,6.47,9621,0.0006724872674
123054,Display,Instagram,Tech Enthusiasts,0.14,7.73,14566,0.0005306879033
123055,Search,Instagram,Foodies,0.04,2.97,14741,0.0002014788685
123056,Search,Instagram,Health & Wellness,0.08,3.76,18890,0.0001990471149
123057,Influencer,Google Ads,Health & Wellness,0.11,4.75,6937,0.0006847340349
123058,Search,Website,Tech Enthusiasts,0.14,4.05,15548,0.0002604836635
123059,Search,Facebook,Tech Enthusiasts,0.03,3.14,8158,0.0003848982594
123060,Search,YouTube,Health & Wellness,0.12,4.69,6387,0.0007343040551
123061,Email,Email,Fashionistas,0.12,6.88,12568,0.0005474220242
123062,Search,Instagram,Fashionistas,0.08,6.2,13015,0.0004763734153
123063,Influencer,Website,Outdoor Adventurers,0.05,4.1,14529,0.0002821942322
123064,Display,YouTube,Outdoor Adventurers,0.1,7.2,6297,0.00114340162
123065,Display,Email,Foodies,0.06,2.66,10427,0.0002551069339
123066,Influencer,Instagram,Tech Enthusiasts,0.08,7.88,16277,0.0004841186951
123067,Display,Facebook,Fashionistas,0.04,4.56,12098,0.0003769218053
123068,Search,Email,Foodies,0.1,2.94,5611,0.0005239707717
123069,Social Media,YouTube,Fashionistas,0.13,3.96,8661,0.0004572220298
123070,Search,Website,Fashionistas,0.12,7.09,17898,0.0003961336462
123071,Display,YouTube,Health & Wellness,0.1,7.22,10231,0.0007056983677
123072,Email,Google Ads,Foodies,0.04,4.24,5366,0.0007901602684
123073,Social Media,Instagram,Health & Wellness,0.01,3.03,14147,0.0002141796847
123074,Search,Instagram,Fashionistas,0.1,4.98,6668,0.0007468506299
123075,Email,Facebook,Outdoor Adventurers,0.08,3.36,11073,0.000303440802
123076,Influencer,YouTube,Fashionistas,0.15,4.15,11007,0.0003770327973
123077,Influencer,Google Ads,Foodies,0.03,2.67,19102,0.0001397759397
123078,Social Media,Website,Fashionistas,0.12,7.61,11315,0.0006725585506
123079,Social Media,YouTube,Tech Enthusiasts,0.14,4.28,8514,0.0005027014329
123080,Social Media,YouTube,Fashionistas,0.07,7.95,11054,0.0007191966709
123081,Social Media,Facebook,Health & Wellness,0.08,5.74,13824,0.0004152199074
123082,Search,Instagram,Health & Wellness,0.02,7.96,6083,0.001308564853
123083,Influencer,Instagram,Fashionistas,0.13,2.65,6818,0.0003886770314
123084,Social Media,Facebook,Health & Wellness,0.08,7.21,8195,0.000879804759
123085,Search,Instagram,Tech Enthusiasts,0.11,6.18,17322,0.0003567717354
123086,Social Media,Website,Tech Enthusiasts,0.01,7.49,6155,0.001216896832
123087,Social Media,Email,Outdoor Adventurers,0.09,5.14,9798,0.0005245968565
123088,Display,Google Ads,Outdoor Adventurers,0.13,2.99,9067,0.000329767288
123089,Search,Google Ads,Health & Wellness,0.03,7.24,10454,0.0006925578726
123090,Social Media,Instagram,Tech Enthusiasts,0.12,7.02,9456,0.0007423857868
123091,Search,Website,Tech Enthusiasts,0.01,4.37,17202,0.0002540402279
123092,Influencer,Instagram,Foodies,0.14,6.61,16197,0.0004081002655
123093,Search,Google Ads,Outdoor Adventurers,0.05,3.47,18698,0.0001855813456
123094,Influencer,YouTube,Tech Enthusiasts,0.12,4.74,19499,0.0002430893892
123095,Display,YouTube,Outdoor Adventurers,0.07,7.08,17567,0.0004030284055
123096,Display,YouTube,Fashionistas,0.13,5.85,14914,0.0003922488937
123097,Social Media,Instagram,Outdoor Adventurers,0.11,3.93,11806,0.0003328815856
123098,Social Media,Instagram,Health & Wellness,0.09,7.83,17269,0.0004534136314
123099,Email,Facebook,Tech Enthusiasts,0.03,7.17,6508,0.001101720959
123100,Social Media,Facebook,Fashionistas,0.11,3.26,13928,0.0002340608845
123101,Influencer,Google Ads,Outdoor Adventurers,0.03,7.82,19351,0.0004041134825
123102,Social Media,Facebook,Foodies,0.1,2.01,17002,0.0001182213857
123103,Display,YouTube,Outdoor Adventurers,0.15,2.68,7063,0.0003794421634
123104,Search,Facebook,Foodies,0.04,2.23,13877,0.0001606975571
123105,Email,Instagram,Foodies,0.13,3.19,16829,0.0001895537465
123106,Social Media,Email,Fashionistas,0.03,6.95,7013,0.0009910166833
123107,Search,Instagram,Health & Wellness,0.02,3.4,5227,0.0006504687201
123108,Influencer,Google Ads,Foodies,0.03,5.52,12776,0.0004320601127
123109,Search,Email,Health & Wellness,0.05,3.35,9703,0.0003452540451
123110,Influencer,Website,Tech Enthusiasts,0.09,4.64,14883,0.0003117651011
123111,Influencer,Website,Outdoor Adventurers,0.06,2.95,5126,0.0005754974639
123112,Email,Instagram,Foodies,0.03,6.46,16769,0.0003852346592
123113,Email,Google Ads,Fashionistas,0.01,6.71,19850,0.0003380352645
123114,Email,Facebook,Tech Enthusiasts,0.1,7.52,15386,0.000488756012
123115,Search,Instagram,Health & Wellness,0.02,3.6,8859,0.000406366407
123116,Display,Instagram,Health & Wellness,0.11,5.8,6685,0.0008676140613
123117,Search,Website,Outdoor Adventurers,0.07,6.41,17611,0.0003639770598
123118,Influencer,Email,Health & Wellness,0.14,2.85,16926,0.0001683800071
123119,Social Media,Instagram,Fashionistas,0.04,5.19,10716,0.0004843225084
123120,Search,YouTube,Foodies,0.09,6.65,17039,0.0003902811198
123121,Influencer,Facebook,Health & Wellness,0.1,6.07,15251,0.0003980066881
123122,Email,Facebook,Tech Enthusiasts,0.12,3.22,16848,0.0001911206078
123123,Influencer,YouTube,Foodies,0.07,6.75,6691,0.001008817815
123124,Display,Google Ads,Foodies,0.15,3.44,5939,0.0005792220913
123125,Influencer,YouTube,Tech Enthusiasts,0.09,2.4,11733,0.0002045512657
123126,Email,Facebook,Tech Enthusiasts,0.14,4.03,6874,0.0005862670934
123127,Display,Email,Tech Enthusiasts,0.02,3.01,10877,0.0002767307162
123128,Search,Email,Fashionistas,0.09,4.95,7365,0.0006720977597
123129,Email,YouTube,Health & Wellness,0.13,3.56,6474,0.0005498918752
123130,Social Media,Instagram,Outdoor Adventurers,0.13,2.51,8830,0.0002842582106
123131,Display,Google Ads,Foodies,0.08,7.86,11753,0.0006687654216
123132,Display,Email,Health & Wellness,0.13,2.3,12992,0.0001770320197
123133,Email,Email,Fashionistas,0.02,4.59,10979,0.0004180708626
123134,Display,Facebook,Fashionistas,0.11,6.41,14770,0.0004339878131
123135,Email,Email,Outdoor Adventurers,0.07,7.69,16530,0.000465214761
123136,Search,Website,Tech Enthusiasts,0.11,2.32,12622,0.0001838060529
123137,Social Media,YouTube,Fashionistas,0.08,4.83,18871,0.0002559482804
123138,Influencer,Facebook,Fashionistas,0.07,4.76,9624,0.0004945968412
123139,Influencer,Google Ads,Tech Enthusiasts,0.06,5.85,7991,0.0007320735828
123140,Social Media,Google Ads,Tech Enthusiasts,0.12,4.41,14557,0.0003029470358
123141,Social Media,Email,Foodies,0.03,4.04,12981,0.0003112240968
123142,Email,Facebook,Tech Enthusiasts,0.1,5.39,5329,0.001011446801
123143,Email,Google Ads,Outdoor Adventurers,0.03,6.04,12297,0.0004911767098
123144,Search,YouTube,Health & Wellness,0.12,2.89,12247,0.0002359761574
123145,Social Media,Email,Health & Wellness,0.03,6.43,19946,0.0003223704001
123146,Email,Facebook,Tech Enthusiasts,0.09,2,14724,0.0001358326542
123147,Display,Instagram,Foodies,0.04,3.23,7742,0.0004172048566
123148,Social Media,Google Ads,Tech Enthusiasts,0.08,7.77,13928,0.0005578690408
123149,Display,Instagram,Fashionistas,0.08,4.31,17848,0.0002414836396
123150,Email,Google Ads,Outdoor Adventurers,0.12,7.49,13792,0.0005430684455
123151,Social Media,Instagram,Foodies,0.11,2.68,16351,0.0001639043484
123152,Email,Facebook,Foodies,0.07,2.4,10918,0.0002198204799
123153,Influencer,Website,Fashionistas,0.11,5.83,12676,0.0004599242663
123154,Search,Website,Foodies,0.03,4.2,12695,0.000330838913
123155,Search,Website,Health & Wellness,0.06,5.72,8575,0.0006670553936
123156,Email,Facebook,Tech Enthusiasts,0.07,6.29,6337,0.0009925832413
123157,Social Media,Facebook,Foodies,0.15,3.48,19815,0.0001756245269
123158,Influencer,Website,Tech Enthusiasts,0.08,3.35,7466,0.0004487007769
123159,Email,Facebook,Foodies,0.12,7.84,12404,0.0006320541761
123160,Display,Google Ads,Outdoor Adventurers,0.15,4.84,6896,0.0007018561485
123161,Social Media,Email,Health & Wellness,0.12,7.03,17484,0.0004020819035
123162,Influencer,Google Ads,Foodies,0.12,5.17,14691,0.0003519161391
123163,Email,YouTube,Tech Enthusiasts,0.02,5.14,19934,0.000257850908
123164,Email,Email,Tech Enthusiasts,0.07,4.86,14136,0.000343803056
123165,Email,Instagram,Tech Enthusiasts,0.04,7.62,12495,0.0006098439376
123166,Influencer,Instagram,Outdoor Adventurers,0.08,4.26,18384,0.0002317232376
123167,Influencer,Instagram,Health & Wellness,0.08,5.13,17459,0.0002938312618
123168,Search,Facebook,Tech Enthusiasts,0.02,2.42,5691,0.0004252328238
123169,Search,Website,Foodies,0.14,7.95,10244,0.0007760640375
123170,Display,Email,Outdoor Adventurers,0.12,6.98,6685,0.001044128646
123171,Search,Email,Foodies,0.12,4.99,8337,0.0005985366439
123172,Social Media,Instagram,Fashionistas,0.13,4.72,18946,0.0002491291038
123173,Social Media,Google Ads,Tech Enthusiasts,0.1,4.91,11524,0.0004260673377
123174,Social Media,Website,Fashionistas,0.08,6.7,11957,0.0005603412227
123175,Social Media,Facebook,Health & Wellness,0.12,4.36,13443,0.0003243323663
123176,Social Media,Email,Fashionistas,0.03,3.3,7456,0.0004425965665
123177,Display,Google Ads,Foodies,0.08,2.73,14792,0.0001845592212
123178,Search,Facebook,Outdoor Adventurers,0.1,7.82,12423,0.0006294775819
123179,Social Media,Google Ads,Fashionistas,0.01,6,13473,0.0004453351147
123180,Email,Website,Foodies,0.06,4.75,6441,0.0007374631268
123181,Email,Email,Fashionistas,0.02,4.98,11874,0.0004194037393
123182,Social Media,Email,Tech Enthusiasts,0.01,2.01,16299,0.0001233204491
123183,Social Media,Facebook,Outdoor Adventurers,0.12,2.82,9653,0.0002921371594
123184,Display,Website,Outdoor Adventurers,0.14,6.79,5314,0.001277756869
123185,Social Media,Instagram,Outdoor Adventurers,0.15,4.23,10838,0.0003902934121
123186,Display,Email,Health & Wellness,0.02,7.27,19839,0.0003664499219
123187,Search,Google Ads,Outdoor Adventurers,0.1,6.53,19838,0.0003291662466
123188,Display,Facebook,Fashionistas,0.13,2.62,19935,0.0001314271382
123189,Email,Facebook,Fashionistas,0.05,2.71,9165,0.0002956901255
123190,Display,Website,Tech Enthusiasts,0.1,7.56,19317,0.0003913651188
123191,Display,Facebook,Fashionistas,0.03,4.72,11086,0.0004257622226
123192,Influencer,Google Ads,Fashionistas,0.14,6.71,14769,0.0004543300156
123193,Email,Instagram,Tech Enthusiasts,0.14,7.19,7083,0.001015106593
123194,Social Media,Email,Foodies,0.02,3.11,5500,0.0005654545455
123195,Search,Google Ads,Outdoor Adventurers,0.12,3.48,7834,0.0004442175134
123196,Social Media,Facebook,Foodies,0.05,6.71,6157,0.001089816469
123197,Search,Website,Outdoor Adventurers,0.12,2.48,17993,0.0001378313789
123198,Email,Google Ads,Tech Enthusiasts,0.15,7.92,19363,0.0004090275267
123199,Social Media,Instagram,Health & Wellness,0.06,5.93,19234,0.0003083082042
123200,Email,Instagram,Fashionistas,0.07,2.49,13447,0.0001851714137
123201,Email,YouTube,Tech Enthusiasts,0.1,4.44,18658,0.0002379676278
123202,Influencer,Google Ads,Foodies,0.14,5.76,10877,0.0005295577825
123203,Influencer,Facebook,Fashionistas,0.07,3.95,14517,0.0002720947854
123204,Display,Instagram,Outdoor Adventurers,0.05,2.79,5359,0.0005206195186
123205,Email,Facebook,Outdoor Adventurers,0.05,6.21,15403,0.000403168214
123206,Search,Instagram,Outdoor Adventurers,0.07,7.22,8401,0.0008594214974
123207,Display,Instagram,Health & Wellness,0.1,2.54,19771,0.0001284709929
123208,Search,YouTube,Tech Enthusiasts,0.04,5.13,15352,0.0003341584158
123209,Search,Google Ads,Foodies,0.02,7.75,8128,0.0009534940945
123210,Influencer,Google Ads,Outdoor Adventurers,0.08,5.9,12366,0.0004771146693
123211,Social Media,YouTube,Outdoor Adventurers,0.14,2.22,7795,0.0002847979474
123212,Search,Facebook,Tech Enthusiasts,0.07,4.55,19573,0.0002324630869
123213,Search,Website,Health & Wellness,0.13,2.91,8375,0.0003474626866
123214,Email,YouTube,Tech Enthusiasts,0.15,2.31,7275,0.0003175257732
123215,Display,Facebook,Health & Wellness,0.12,7.48,6001,0.001246458924
123216,Display,Facebook,Foodies,0.09,5.12,14677,0.0003488451318
123217,Social Media,YouTube,Outdoor Adventurers,0.09,2.24,7452,0.0003005904455
123218,Social Media,Email,Foodies,0.08,6.79,14527,0.0004674055208
123219,Influencer,Facebook,Outdoor Adventurers,0.04,3.64,6499,0.0005600861671
123220,Influencer,Email,Fashionistas,0.03,5.84,8655,0.0006747544772
123221,Influencer,Instagram,Tech Enthusiasts,0.12,5.87,19641,0.0002988646199
123222,Display,Email,Foodies,0.14,6.67,9635,0.0006922677737
123223,Email,Email,Foodies,0.13,3.61,13439,0.0002686211772
123224,Influencer,YouTube,Outdoor Adventurers,0.02,3.3,13124,0.0002514477294
123225,Social Media,Website,Foodies,0.01,4.65,19301,0.0002409201596
123226,Social Media,YouTube,Tech Enthusiasts,0.04,6.02,16954,0.0003550784476
123227,Display,Email,Foodies,0.08,6.01,6895,0.0008716461204
123228,Social Media,Facebook,Tech Enthusiasts,0.13,6.05,11271,0.0005367757963
123229,Search,Email,Foodies,0.01,6.32,5228,0.001208875287
123230,Influencer,Google Ads,Foodies,0.1,6.56,16441,0.0003990024938
123231,Search,Email,Foodies,0.11,3.12,10067,0.0003099235125
123232,Display,Facebook,Outdoor Adventurers,0.01,7.59,6387,0.001188351339
123233,Email,Instagram,Foodies,0.07,2.06,12004,0.0001716094635
123234,Social Media,Instagram,Health & Wellness,0.13,3.22,15149,0.0002125552842
123235,Influencer,Facebook,Health & Wellness,0.1,5.84,13428,0.0004349121239
123236,Social Media,Google Ads,Outdoor Adventurers,0.12,2.73,18677,0.000146169085
123237,Search,Facebook,Outdoor Adventurers,0.03,6.5,19741,0.0003292639684
123238,Email,Facebook,Health & Wellness,0.02,4.59,8445,0.0005435168739
123239,Social Media,Facebook,Health & Wellness,0.12,4.7,8767,0.0005361012889
123240,Search,Email,Foodies,0.08,3.91,13184,0.0002965716019
123241,Influencer,Instagram,Foodies,0.11,3.67,16439,0.0002232495894
123242,Search,Facebook,Fashionistas,0.04,7.63,7534,0.001012742235
123243,Email,YouTube,Health & Wellness,0.05,5.48,5529,0.0009911376379
123244,Display,Website,Fashionistas,0.12,7.04,9851,0.0007146482591
123245,Display,Instagram,Health & Wellness,0.02,5.22,13808,0.0003780417149
123246,Display,YouTube,Fashionistas,0.12,3.14,16198,0.0001938510927
123247,Email,Instagram,Fashionistas,0.05,4.26,8286,0.0005141202028
123248,Influencer,Google Ads,Foodies,0.09,3.73,15606,0.0002390106369
123249,Display,YouTube,Foodies,0.03,5.55,7192,0.0007716907675
123250,Search,Facebook,Tech Enthusiasts,0.04,5.97,8632,0.0006916126043
123251,Display,Instagram,Tech Enthusiasts,0.01,3.88,10397,0.0003731845725
123252,Email,Facebook,Health & Wellness,0.04,3.19,7174,0.0004446612768
123253,Email,Email,Health & Wellness,0.09,7.39,5191,0.0014236178
123254,Display,Email,Foodies,0.07,7.34,11372,0.0006454449525
123255,Influencer,Website,Fashionistas,0.08,5.25,15545,0.0003377291734
123256,Influencer,Website,Fashionistas,0.06,3.93,7198,0.0005459849958
123257,Display,Email,Health & Wellness,0.14,4.6,16568,0.0002776436504
123258,Influencer,YouTube,Fashionistas,0.08,2.83,13912,0.0002034215066
123259,Email,Google Ads,Foodies,0.06,7.3,14303,0.0005103824373
123260,Search,Google Ads,Fashionistas,0.12,6.27,15234,0.000411579362
123261,Social Media,Instagram,Tech Enthusiasts,0.07,2.6,7049,0.0003688466449
123262,Social Media,Email,Outdoor Adventurers,0.01,2.64,9644,0.0002737453339
123263,Influencer,Email,Outdoor Adventurers,0.09,2.49,13151,0.0001893392137
123264,Search,Facebook,Fashionistas,0.06,2.66,15726,0.0001691466361
123265,Display,YouTube,Outdoor Adventurers,0.04,4.48,17514,0.0002557953637
123266,Search,Facebook,Tech Enthusiasts,0.08,6.89,11142,0.0006183809011
123267,Influencer,Instagram,Fashionistas,0.07,6.9,18038,0.0003825257789
123268,Display,Email,Outdoor Adventurers,0.09,2.15,6655,0.0003230653644
123269,Display,YouTube,Foodies,0.06,5.52,14581,0.0003785748577
123270,Influencer,YouTube,Health & Wellness,0.06,3.9,11557,0.0003374578178
123271,Social Media,Facebook,Outdoor Adventurers,0.12,2.78,8520,0.0003262910798
123272,Email,YouTube,Tech Enthusiasts,0.13,5.75,18338,0.0003135565492
123273,Social Media,Instagram,Outdoor Adventurers,0.12,4.52,17464,0.0002588181402
123274,Social Media,Instagram,Tech Enthusiasts,0.06,2.1,13101,0.0001602931074
123275,Display,Instagram,Outdoor Adventurers,0.13,6.27,9577,0.0006546935366
123276,Influencer,Email,Tech Enthusiasts,0.05,3.29,19142,0.0001718733675
123277,Email,Google Ads,Fashionistas,0.05,5.27,9402,0.0005605190385
123278,Influencer,Website,Health & Wellness,0.02,2.86,10933,0.0002615933413
123279,Influencer,Email,Outdoor Adventurers,0.1,2.16,5953,0.0003628422644
123280,Display,Google Ads,Foodies,0.08,6.36,19021,0.0003343672783
123281,Influencer,Instagram,Fashionistas,0.11,3.96,14864,0.0002664155005
123282,Influencer,Website,Tech Enthusiasts,0.11,5.63,11653,0.0004831373895
123283,Email,Facebook,Foodies,0.06,2.07,17894,0.0001156812339
123284,Influencer,YouTube,Tech Enthusiasts,0.09,6.62,7516,0.000880787653
123285,Influencer,YouTube,Fashionistas,0.15,5.72,8591,0.0006658130602
123286,Display,YouTube,Tech Enthusiasts,0.09,3.91,14839,0.0002634948447
123287,Social Media,Instagram,Tech Enthusiasts,0.1,7.17,8461,0.0008474175629
123288,Email,Website,Foodies,0.06,2.76,7044,0.0003918228279
123289,Display,Facebook,Outdoor Adventurers,0.1,3.39,8756,0.0003871630882
123290,Display,Google Ads,Tech Enthusiasts,0.05,6.55,19868,0.0003296758607
123291,Social Media,Facebook,Tech Enthusiasts,0.06,2.92,13367,0.0002184484177
123292,Influencer,YouTube,Foodies,0.14,5.99,5254,0.001140083746
123293,Display,Email,Outdoor Adventurers,0.04,3.47,10932,0.0003174167581
123294,Influencer,Website,Tech Enthusiasts,0.04,7.3,8716,0.000837540156
